team,league,value_usd_m,year,source,source_url,method,confidence,notes
Dundee United,Scotland,18,2025,Dundee United FC accounts statement,https://www.dundeeunitedfc.co.uk/news/9127/2025-Accounts-Show-Record-Turnover-And-EBITDA-Profit-.html,speculative,medium,"Record turnover above GBP10.5m, year to June 2025, x 1.3 multiple, GBP/USD 1.32."
Dundee FC,Scotland,8,2022,The Courier,https://www.thecourier.co.uk/fp/sport/football/dundee-fc/5265494/dundee-fc-finances-history/,speculative,low,"Turnover GBP4.9m for 2021-22, latest disclosed since abridged filings, x 1.3, GBP/USD 1.32. Stale."
Falkirk,Scotland,8,2025,Falkirk Herald (AGM report),https://www.falkirkherald.co.uk/sport/football/back-to-back-promotions-returning-falkirk-to-scottish-footballs-top-flight-have-led-to-turnaround-in-financial-fortunes-agm-told-5374676,speculative,medium,"Turnover GBP4.43m for 2024-25, pre top-flight return, x 1.3 multiple, GBP/USD 1.32."
St. Johnstone,Scotland,12,2025,The Courier,https://www.thecourier.co.uk/fp/sport/football/st-johnstone/5422146/st-johnstone-profit-annual-accounts/,speculative,medium,"Turnover close to GBP7m for 2024-25 x 1.3 multiple, GBP/USD 1.32. Source gives an approximate figure."
Mirassol FC,Brasileirao Serie A,16,2024,InfoMoney,https://www.infomoney.com.br/esportes/so-com-premiacao-mirassol-arrecada-mesma-coisa-que-conseguiu-durante-2024-inteiro/,speculative,low,"2024 revenue BRL60m, earned in Serie B, x 1.5 Brazil multiple, BRL/USD 0.18. Understates post-promotion club."
Belgrano de Córdoba,Argentina,43,2025,Canal Showsport (club assembly report),https://canalshowsport.com.ar/asamblea-ordinaria-belgrano-aprobo-su-balance-y-destaco-el-aporte-clave-de-los-socios/,speculative,medium,"Annual budget about USD36m for fiscal 2025, stated in USD, x 1.2 Argentina multiple. No FX needed."
Talleres,Argentina,12,2023,Perfil,https://www.perfil.com/noticias/cordoba/237-millones-de-dolares-el-costo-de-ser-de-primera-division-para-talleres-belgrano-e-instituto.phtml,speculative,low,"Press estimate of USD10m annual budget, January 2023, x 1.2 multiple. Stale and estimated."
Instituto de Córdoba,Argentina,13,2023,Perfil,https://www.perfil.com/noticias/cordoba/237-millones-de-dolares-el-costo-de-ser-de-primera-division-para-talleres-belgrano-e-instituto.phtml,speculative,low,"Projected 2023 spend ARS160m monthly (ARS1.92bn yearly) at official ARS181/USD, x 1.2 multiple. Stale projection."
Olympiacos BC,EuroLeague,32,2025,Sport24,https://www.sport24.gr/basket/afto-einai-to-batzet-tou-olimpiakou-gia-ti-sezon-2024-25/,speculative,medium,"Club budget near EUR20m for 2024-25 x 1.5 EuroLeague multiple, EUR/USD 1.08."
Real Madrid Baloncesto,EuroLeague,89,2025,Teleceuta,https://teleceuta.com/el-presupuesto-del-real-madrid-para-baloncesto-alcanza-los-55-millones-de-euros/,speculative,medium,"Basketball section budget EUR55m for 2025-26 x 1.5 EuroLeague multiple, EUR/USD 1.08."
Saski Baskonia,EuroLeague,28,2025,Cronica Vasca,https://cronicavasca.elespanol.com/deportes/20250727/baskonia-seguira-potente-acb-contara-millones-presupuesto/1003742675823_0.html,speculative,medium,"Club budget EUR17m for 2025-26 x 1.5 EuroLeague multiple, EUR/USD 1.08."
BC Žalgiris,EuroLeague,29,2024,Kaunas Kasvyksta,https://kaunas.kasvyksta.lt/2024/10/01/sportas/pinigine-atveres-kauno-zalgiris-pristate-rekordini-klubo-biudzeta-ir-sio-sezono-tikslus/,speculative,medium,"Record club budget EUR17.7m for 2024-25 x 1.5 EuroLeague multiple, EUR/USD 1.08."
Hamilton Tiger-Cats,CFL,37,2022,3DownNation,https://3downnation.com/2022/01/27/stelco-paid-roughly-20-million-for-40-percent-share-in-tiger-cats-hamilton-sports-group-report/,transaction,low,"Stelco paid about CAD20m for 40 percent of Hamilton Sports Group, implying CAD50m, CAD/USD 0.73. Group also holds Forge FC."
